,CODE,SERIAL,NAME,TYPE1,TYPE2,COLOR,ABILITY1,ABILITY2,ABILITY HIDDEN,GENERATION,HEIGHT,WEIGHT,HP,ATK,DEF,SP_ATK,SP_DEF,SPD,TOTAL
618,#059,#553,Krookodile,Ground,Dark,Red,Intimidate,Moxie,Anger Point ,5,1.5,96.3,95,117,70,65,70,92,509
619,#060,#554,Darumaka,Fire,0,Red,Hustle,0,Inner Focus ,5,0.6,37.5,70,90,45,15,45,50,315
620,,#554,Darumaka,Ice,0,Red,Hustle,0,Inner Focus ,5,0.6,37.5,70,90,45,15,45,50,315
621,#061,#555,Darmanitan,Fire,0,Red,Sheer ForceStandard Mode,0,Zen Mode ,5,1.3,92.9,105,140,55,30,55,95,480
622,#061,#555,Darmanitan,Fire,Psychic,Red,Sheer ForceStandard Mode,0,Zen Mode ,5,1.3,92.9,105,140,55,30,55,95,480
623,,#555,Darmanitan,Ice,0,Red,Sheer ForceStandard Mode,0,Zen Mode ,5,1.3,92.9,105,140,55,30,55,95,480
624,,#555,Darmanitan,Ice,Fire,Red,Sheer ForceStandard Mode,0,Zen Mode ,5,1.3,92.9,105,140,55,30,55,95,480
625,#062,#556,Maractus,Grass,0,Green,Water Absorb,Chlorophyll,Storm Drain ,5,1.0,28.0,75,86,67,106,67,60,461
626,#063,#557,Dwebble,Bug,Rock,Red,Sturdy,Shell Armor,Weak Armor ,5,0.3,14.5,50,65,85,35,35,55,325
627,#064,#558,Crustle,Bug,Rock,Red,Sturdy,Shell Armor,Weak Armor ,5,1.4,200.0,70,95,125,65,75,45,475
628,#065,#559,Scraggy,Dark,Fighting,Yellow,Shed Skin,Moxie,Intimidate ,5,0.6,11.8,50,75,70,35,70,48,348
629,#066,#560,Scrafty,Dark,Fighting,Red,Shed Skin,Moxie,Intimidate ,5,1.1,30.0,65,90,115,45,115,58,488
630,#067,#561,Sigilyph,Psychic,Flying,Black,Wonder Skin,Magic Guard,Tinted Lens ,5,1.4,14.0,72,58,80,103,80,97,490
631,#068,#562,Yamask,Ghost,0,Black,MummyYamask,0,Cacophony ,5,0.5,1.5,38,30,85,55,65,30,303
632,,#562,Yamask,Ground,Ghost,Black,MummyYamask,0,Cacophony ,5,0.5,1.5,38,30,85,55,65,30,303
633,#069,#563,Cofagrigus,Ghost,0,Yellow,0,0,Cacophony ,5,1.7,76.5,58,50,145,95,105,30,483
634,#070,#564,Tirtouga,Water,Rock,Blue,Solid Rock,Sturdy,Swift Swim ,5,0.7,16.5,54,78,103,53,45,22,355
635,#071,#565,Carracosta,Water,Rock,Blue,Solid Rock,Sturdy,Swift Swim ,5,1.2,81.0,74,108,133,83,65,32,495
636,#072,#566,Archen,Rock,Flying,Yellow,0,0,Cacophony ,5,0.5,9.5,55,112,45,74,45,70,401
637,#073,#567,Archeops,Rock,Flying,Yellow,0,0,Cacophony ,5,1.4,32.0,75,140,65,112,65,110,567
638,#074,#568,Trubbish,Poison,0,Green,Stench,Sticky Hold,Aftermath ,5,0.6,31.0,50,50,62,40,62,65,329
639,#075,#569,Garbodor,Poison,0,Green,Stench,Weak Armor,Aftermath ,5,1.9,107.3,80,95,82,60,82,75,474
640,#076,#570,Zorua,Dark,0,Gray,0,0,Cacophony ,5,0.7,12.5,40,65,40,80,40,65,330
641,,#570,Zorua,Normal,Ghost,Gray,0,0,Cacophony ,5,0.7,12.5,40,65,40,80,40,65,330
642,#077,#571,Zoroark,Dark,0,Gray,0,0,Cacophony ,5,1.6,81.1,60,105,60,120,60,105,510
643,,#571,Zoroark,Normal,Ghost,Gray,0,0,Cacophony ,5,1.6,81.1,60,105,60,120,60,105,510
644,#078,#572,Minccino,Normal,0,Gray,Cute Charm,Technician,Skill Link ,5,0.4,5.8,55,50,40,40,40,75,300
645,#079,#573,Cinccino,Normal,0,Gray,Cute Charm,Technician,Skill Link ,5,0.5,7.5,75,95,60,65,60,115,470
646,#080,#574,Gothita,Psychic,0,Purple,Frisk,Competitive,Shadow Tag ,5,0.4,5.8,45,30,50,55,65,45,290
647,#081,#575,Gothorita,Psychic,0,Purple,Frisk,Competitive,Shadow Tag ,5,0.7,18.0,60,45,70,75,85,55,390
648,#082,#576,Gothitelle,Psychic,0,Purple,Frisk,Competitive,Shadow Tag ,5,1.5,44.0,70,55,95,95,110,65,490
649,#083,#577,Solosis,Psychic,0,Green,Overcoat,Magic Guard,Regenerator ,5,0.3,1.0,45,30,40,105,50,20,290
650,#084,#578,Duosion,Psychic,0,Green,Overcoat,Magic Guard,Regenerator ,5,0.6,8.0,65,40,50,125,60,30,370
651,#085,#579,Reuniclus,Psychic,0,Green,Overcoat,Magic Guard,Regenerator ,5,1.0,20.1,110,65,75,125,85,30,490
652,#086,#580,Ducklett,Water,Flying,Blue,Keen Eye,Big Pecks,Hydration ,5,0.5,5.5,62,44,50,44,50,55,305
653,#087,#581,Swanna,Water,Flying,White,Keen Eye,Big Pecks,Hydration ,5,1.3,24.2,75,87,63,87,63,98,473
654,#088,#582,Vanillite,Ice,0,White,Ice Body,Snow CloakGen VII+,Weak Armor ,5,0.4,5.7,36,50,50,65,60,44,305
655,#089,#583,Vanillish,Ice,0,White,Ice Body,Snow CloakGen VII+,Weak Armor ,5,1.1,41.0,51,65,65,80,75,59,395
656,#090,#584,Vanilluxe,Ice,0,White,Ice Body,Snow WarningGen VII+,Weak Armor ,5,1.3,57.5,71,95,85,110,95,79,535
657,#091,#585,Deerling,Normal,Grass,Pink,Chlorophyll,Sap Sipper,Serene Grace ,5,0.6,19.5,60,60,50,40,50,75,335
658,#092,#586,Sawsbuck,Normal,Grass,Brown,Chlorophyll,Sap Sipper,Serene Grace ,5,1.9,92.5,80,100,70,60,70,95,475
659,#093,#587,Emolga,Electric,Flying,White,Static,0,Motor Drive ,5,0.4,5.0,55,75,60,75,60,103,428
660,#094,#588,Karrablast,Bug,0,Blue,Swarm,Shed Skin,No Guard ,5,0.5,5.9,50,75,45,40,45,60,315
661,#095,#589,Escavalier,Bug,Steel,Gray,Swarm,Shell Armor,Overcoat ,5,1.0,33.0,70,135,105,60,105,20,495
662,#096,#590,Foongus,Grass,Poison,White,Effect Spore,0,Regenerator ,5,0.2,1.0,69,55,45,55,55,15,294
663,#097,#591,Amoonguss,Grass,Poison,White,Effect Spore,0,Regenerator ,5,0.6,10.5,114,85,70,85,80,30,464
664,#098,#592,Frillish,Water,Ghost,White,Water Absorb,Cursed Body,Damp ,5,1.2,33.0,55,40,50,65,85,40,335
665,#098,#592,Frillish,Water,Ghost,White,Water Absorb,Cursed Body,Damp ,5,1.2,33.0,55,40,50,65,85,40,335
666,#099,#593,Jellicent,Water,Ghost,White,Water Absorb,Cursed Body,Damp ,5,2.2,135.0,100,60,70,85,105,60,480
667,#099,#593,Jellicent,Water,Ghost,White,Water Absorb,Cursed Body,Damp ,5,2.2,135.0,100,60,70,85,105,60,480
668,#100,#594,Alomomola,Water,0,Pink,Healer,Hydration,Regenerator ,5,1.2,31.6,165,75,80,40,45,65,470
669,#101,#595,Joltik,Bug,Electric,Yellow,Compound Eyes,Unnerve,Swarm ,5,0.1,0.6,50,47,50,57,50,65,319
670,#102,#596,Galvantula,Bug,Electric,Yellow,Compound Eyes,Unnerve,Swarm ,5,0.8,14.3,70,77,60,97,60,108,472
671,#103,#597,Ferroseed,Grass,Steel,Gray,0,0,Cacophony ,5,0.6,18.8,44,50,91,24,86,10,305
672,#104,#598,Ferrothorn,Grass,Steel,Gray,Iron Barbs,0,AnticipationGen VI+ ,5,1.0,110.0,74,94,131,54,116,20,489
673,#105,#599,Klink,Steel,0,Gray,Plus,Minus,Clear Body ,5,0.3,21.0,40,55,70,45,60,30,300
674,#106,#600,Klang,Steel,0,Gray,Plus,Minus,Clear Body ,5,0.6,51.0,60,80,95,70,85,50,440
675,#107,#601,Klinklang,Steel,0,Gray,Plus,Minus,Clear Body ,5,0.6,81.0,60,100,115,70,85,90,520
676,#108,#602,Tynamo,Electric,0,White,0,0,Cacophony ,5,0.2,0.3,35,55,40,45,40,60,275
677,#109,#603,Eelektrik,Electric,0,Blue,0,0,Cacophony ,5,1.2,22.0,65,85,70,75,70,40,405
678,#110,#604,Eelektross,Electric,0,Blue,0,0,Cacophony ,5,2.1,80.5,85,115,80,105,80,50,515
679,#111,#605,Elgyem,Psychic,0,Blue,Telepathy,Synchronize,Analytic ,5,0.5,9.0,55,55,55,85,55,30,335
680,#112,#606,Beheeyem,Psychic,0,Brown,Telepathy,Synchronize,Analytic ,5,1.0,34.5,75,75,75,125,95,40,485
681,#113,#607,Litwick,Ghost,Fire,White,Flash Fire,Flame Body,Infiltrator ,5,0.3,3.1,50,30,55,65,55,20,275
682,#114,#608,Lampent,Ghost,Fire,Black,Flash Fire,Flame Body,Infiltrator ,5,0.6,13.0,60,40,60,95,60,55,370
683,#115,#609,Chandelure,Ghost,Fire,Black,Flash Fire,Flame Body,Infiltrator ,5,1.0,34.3,60,55,90,145,90,80,520
684,#116,#610,Axew,Dragon,0,Green,Rivalry,Mold Breaker,Unnerve ,5,0.6,18.0,46,87,60,30,40,57,320
685,#117,#611,Fraxure,Dragon,0,Green,Rivalry,Mold Breaker,Unnerve ,5,1.0,36.0,66,117,70,40,50,67,410
686,#118,#612,Haxorus,Dragon,0,Yellow,Rivalry,Mold Breaker,Unnerve ,5,1.8,105.5,76,147,90,60,70,97,540
687,#119,#613,Cubchoo,Ice,0,White,Snow Cloak,Slush Rush,Rattled ,5,0.5,8.5,55,70,40,60,40,40,305
688,#120,#614,Beartic,Ice,0,White,Snow Cloak,Slush Rush,Swift Swim ,5,2.6,260.0,95,110,80,70,80,50,485
689,#121,#615,Cryogonal,Ice,0,Blue,0,0,Cacophony ,5,1.1,148.0,70,50,30,95,135,105,485
690,#122,#616,Shelmet,Bug,0,Red,Hydration,Shell Armor,Overcoat ,5,0.4,7.7,50,40,85,40,65,25,305
691,#123,#617,Accelgor,Bug,0,Red,Hydration,Sticky Hold,Unburden ,5,0.8,25.3,80,70,40,100,60,145,495
692,#124,#618,Stunfisk,Ground,Electric,Brown,Static,LimberStunfisk,Sand VeilStunfisk ,5,0.7,11.0,109,66,84,81,99,32,471
693,,#618,Stunfisk,Ground,Steel,Brown,Static,LimberStunfisk,Sand VeilStunfisk ,5,0.7,11.0,109,66,84,81,99,32,471
694,#125,#619,Mienfoo,Fighting,0,Yellow,Inner Focus,Regenerator,Reckless ,5,0.9,20.0,45,85,50,55,50,65,350
695,#126,#620,Mienshao,Fighting,0,Purple,Inner Focus,Regenerator,Reckless ,5,1.4,35.5,65,125,60,95,60,105,510
696,#127,#621,Druddigon,Dragon,0,Red,Rough Skin,Sheer Force,Mold Breaker ,5,1.6,139.0,77,120,90,60,90,48,485
697,#128,#622,Golett,Ground,Ghost,Green,Iron Fist,Klutz,No Guard ,5,1.0,92.0,59,74,50,35,50,35,303
698,#129,#623,Golurk,Ground,Ghost,Green,Iron Fist,Klutz,No Guard ,5,2.8,330.0,89,124,80,55,80,55,483
699,#130,#624,Pawniard,Dark,Steel,Red,Defiant,Inner Focus,Pressure ,5,0.5,10.2,45,85,70,40,40,60,340
700,#131,#625,Bisharp,Dark,Steel,Red,Defiant,Inner Focus,Pressure ,5,1.6,70.0,65,125,100,60,70,70,490
701,#132,#626,Bouffalant,Normal,0,Brown,Reckless,Sap Sipper,Soundproof ,5,1.6,94.6,95,110,95,40,95,55,490
702,#133,#627,Rufflet,Normal,Flying,White,Keen Eye,Sheer Force,Hustle ,5,0.5,10.5,70,83,50,37,50,60,350
703,#134,#628,Braviary,Normal,Flying,Red,Keen Eye,Sheer Force,Defiant ,5,1.5,41.0,100,123,75,57,75,80,510
704,,#628,Braviary,Psychic,Flying,Red,Keen Eye,Sheer Force,Defiant ,5,1.5,41.0,100,123,75,57,75,80,510
705,#135,#629,Vullaby,Dark,Flying,Brown,Big Pecks,Overcoat,Weak Armor ,5,0.5,9.0,70,55,75,45,65,60,370
706,#136,#630,Mandibuzz,Dark,Flying,Brown,Big Pecks,Overcoat,Weak Armor ,5,1.2,39.5,110,65,105,55,95,80,510
707,#137,#631,Heatmor,Fire,0,Red,Gluttony,Flash Fire,White Smoke ,5,1.4,58.0,85,97,66,105,66,65,484
708,#138,#632,Durant,Bug,Steel,Gray,Swarm,Hustle,Truant ,5,0.3,33.0,58,109,112,48,48,109,484
709,#139,#633,Deino,Dark,Dragon,Blue,0,0,Cacophony ,5,0.8,17.3,52,65,50,45,50,38,300
710,#140,#634,Zweilous,Dark,Dragon,Blue,0,0,Cacophony ,5,1.4,50.0,72,85,70,65,70,58,420
711,#141,#635,Hydreigon,Dark,Dragon,Blue,0,0,Cacophony ,5,1.8,160.0,92,105,90,125,90,98,600
712,#142,#636,Larvesta,Bug,Fire,White,Flame Body,0,Swarm ,5,1.1,28.8,55,85,55,50,55,60,360
713,#143,#637,Volcarona,Bug,Fire,White,Flame Body,0,Swarm ,5,1.6,46.0,85,60,65,135,105,100,550
714,#144,#638,Cobalion,Steel,Fighting,Blue,0,0,Cacophony ,5,2.1,250.0,91,90,129,90,72,108,580
715,#145,#639,Terrakion,Rock,Fighting,Gray,0,0,Cacophony ,5,1.9,260.0,91,129,90,72,90,108,580
716,#146,#640,Virizion,Grass,Fighting,Green,0,0,Cacophony ,5,2.0,200.0,91,90,72,90,129,108,580
717,#147,#641,Tornadus,Flying,0,Green,PranksterIncarnate Forme,0,DefiantIncarnate Forme ,5,1.5,63.0,79,115,70,125,80,111,580
718,#148,#642,Thundurus,Electric,Flying,Blue,PranksterIncarnate Forme,0,DefiantIncarnate Forme ,5,1.5,61.0,79,115,70,125,80,111,580
719,#149,#643,Reshiram,Dragon,Fire,White,0,0,Cacophony ,5,3.2,330.0,100,120,100,150,120,90,680
720,#150,#644,Zekrom,Dragon,Electric,Black,0,0,Cacophony ,5,2.9,345.0,100,150,120,120,100,90,680
721,#151,#645,Landorus,Ground,Flying,Brown,Sand ForceIncarnate Forme,0,Sheer ForceIncarnate Forme ,5,1.5,68.0,89,125,90,115,80,101,600
722,#152,#646,Kyurem,Dragon,Ice,Gray,PressureKyurem,0,Cacophony ,5,3.0,325.0,125,130,90,130,90,95,660
723,#153,#647,Keldeo,Water,Fighting,Yellow,0,0,Cacophony ,5,1.4,48.5,91,72,90,129,90,108,580
724,#154,#648,Meloetta,Normal,Psychic,White,0,0,Cacophony ,5,0.6,6.5,100,77,77,128,128,90,600
725,#154,#648,Meloetta,Normal,Fighting,White,0,0,Cacophony ,5,0.6,6.5,100,77,77,128,128,90,600
726,#155,#649,Genesect,Bug,Steel,Purple,0,0,Cacophony ,5,1.5,82.5,71,120,95,120,95,99,600
727,#001Ce,#650,Chespin,Grass,0,Green,Overgrow,0,Bulletproof ,6,0.4,9.0,56,61,65,48,45,38,313
728,#002Ce,#651,Quilladin,Grass,0,Green,Overgrow,0,Bulletproof ,6,0.7,29.0,61,78,95,56,58,57,405
729,#003Ce,#652,Chesnaught,Grass,Fighting,Green,Overgrow,0,Bulletproof ,6,1.6,90.0,88,107,122,74,75,64,530
730,#004Ce,#653,Fennekin,Fire,0,Red,Blaze,0,Magician ,6,0.4,9.4,40,45,40,62,60,60,307
731,#005Ce,#654,Braixen,Fire,0,Red,Blaze,0,Magician ,6,1.0,14.5,59,59,58,90,70,73,409
732,#006Ce,#655,Delphox,Fire,Psychic,Red,Blaze,0,Magician ,6,1.5,39.0,75,69,72,114,100,104,534
733,#007Ce,#656,Froakie,Water,0,Blue,Torrent,0,Protean ,6,0.3,7.0,41,56,40,62,44,71,314
734,#008Ce,#657,Frogadier,Water,0,Blue,Torrent,0,Protean ,6,0.6,10.9,54,63,52,83,56,97,405
735,#009Ce,#658,Greninja,Water,Dark,Blue,TorrentGreninja,0,Protean ,6,1.5,40.0,72,95,67,103,71,122,530
736,#010Ce,#659,Bunnelby,Normal,0,Brown,Pickup,Cheek Pouch,Huge Power ,6,0.4,5.0,38,36,38,32,36,57,237
737,#011Ce,#660,Diggersby,Normal,Ground,Brown,Pickup,Cheek Pouch,Huge Power ,6,1.0,42.4,85,56,77,50,77,78,423
738,#014Ce,#661,Fletchling,Normal,Flying,Red,Big Pecks,0,Gale Wings ,6,0.3,1.7,45,50,43,40,38,62,278
739,#015Ce,#662,Fletchinder,Fire,Flying,Red,Flame Body,0,Gale Wings ,6,0.7,16.0,62,73,55,56,52,84,382
740,#016Ce,#663,Talonflame,Fire,Flying,Red,Flame Body,0,Gale Wings ,6,1.2,24.5,78,81,71,74,69,126,499
741,#020Ce,#664,Scatterbug,Bug,0,Black,Shield Dust,Compound Eyes,Friend Guard ,6,0.3,2.5,38,35,40,27,25,35,200
742,#021Ce,#665,Spewpa,Bug,0,Black,Shed Skin,0,Friend Guard ,6,0.3,8.4,45,22,60,27,30,29,213
743,#022Ce,#666,Vivillon,Bug,Flying,White,Shield Dust,Compound Eyes,Friend Guard ,6,1.2,17.0,80,52,50,90,50,89,411
744,#057Ce,#667,Litleo,Fire,Normal,Brown,Rivalry,Unnerve,Moxie ,6,0.6,13.5,62,50,58,73,54,72,369
745,#058Ce,#668,Pyroar,Fire,Normal,Brown,Rivalry,Unnerve,Moxie ,6,1.5,81.5,86,68,72,109,66,106,507
746,#068Ce,#669,Flabébé,Fairy,0,White,Flower Veil,0,Symbiosis ,6,0.1,0.1,44,38,39,61,79,42,303
747,#069Ce,#670,Floette,Fairy,0,White,Flower Veil,0,Symbiosis ,6,0.2,0.9,54,45,47,75,98,52,371
748,#070Ce,#671,Florges,Fairy,0,White,Flower Veil,0,Symbiosis ,6,1.1,10.0,78,65,68,112,154,75,552
749,#089Ce,#672,Skiddo,Grass,0,Brown,Sap Sipper,0,Grass Pelt ,6,0.9,31.0,66,65,48,62,57,52,350
750,#090Ce,#673,Gogoat,Grass,0,Brown,Sap Sipper,0,Grass Pelt ,6,1.7,91.0,123,100,62,97,81,68,531
751,#091Ce,#674,Pancham,Fighting,0,White,Iron Fist,Mold Breaker,Scrappy ,6,0.6,8.0,67,82,62,46,48,43,348
752,#092Ce,#675,Pangoro,Fighting,Dark,White,Iron Fist,Mold Breaker,Scrappy ,6,2.1,136.0,95,124,78,69,71,58,495
753,#093Ce,#676,Furfrou,Normal,0,White,0,0,Cacophony ,6,1.2,28.0,75,80,60,65,90,102,472
754,#114Ce,#677,Espurr,Psychic,0,Gray,Keen Eye,Infiltrator,Own Tempo ,6,0.3,3.5,62,48,54,63,60,68,355
755,#115Ce,#678,Meowstic,Psychic,0,Blue,Keen Eye,Infiltrator,PranksterMale ,6,0.6,8.5,74,48,76,83,81,104,466
756,#117Ce,#679,Honedge,Steel,Ghost,Brown,0,0,Cacophony ,6,0.8,2.0,45,80,100,35,37,28,325
757,#118Ce,#680,Doublade,Steel,Ghost,Brown,0,0,Cacophony ,6,0.8,4.5,59,110,150,45,49,35,448
758,#119Ce,#681,Aegislash,Steel,Ghost,Brown,0,0,Cacophony ,6,1.7,53.0,60,50,150,50,150,60,520
759,#129Ce,#682,Spritzee,Fairy,0,Pink,Healer,0,Aroma Veil ,6,0.2,0.5,78,52,60,63,65,23,341
760,#130Ce,#683,Aromatisse,Fairy,0,Pink,Healer,0,Aroma Veil ,6,0.8,15.5,101,72,72,99,89,29,462
761,#131Ce,#684,Swirlix,Fairy,0,White,Sweet Veil,0,Unburden ,6,0.4,3.5,62,48,66,59,57,49,341
762,#132Ce,#685,Slurpuff,Fairy,0,White,Sweet Veil,0,Unburden ,6,0.8,5.0,82,80,86,85,75,72,480
763,#010Co,#686,Inkay,Dark,Psychic,Blue,Contrary,Suction Cups,Infiltrator ,6,0.4,3.5,53,54,53,37,46,45,288
764,#011Co,#687,Malamar,Dark,Psychic,Blue,Contrary,Suction Cups,Infiltrator ,6,1.5,47.0,86,92,88,68,75,73,482
765,#021Co,#688,Binacle,Rock,Water,Brown,Tough Claws,Sniper,Pickpocket ,6,0.5,31.0,42,52,67,39,56,50,306
766,#022Co,#689,Barbaracle,Rock,Water,Brown,Tough Claws,Sniper,Pickpocket ,6,1.3,96.0,72,105,115,54,86,68,500
767,#030Co,#690,Skrelp,Poison,Water,Brown,Poison Point,Poison Touch,Adaptability ,6,0.5,7.3,50,60,60,60,60,30,320
768,#031Co,#691,Dragalge,Poison,Dragon,Brown,Poison Point,Poison Touch,Adaptability ,6,1.8,81.5,65,75,90,97,123,44,494
769,#032Co,#692,Clauncher,Water,0,Blue,0,0,Cacophony ,6,0.5,8.3,50,53,62,58,63,44,330
770,#033Co,#693,Clawitzer,Water,0,Blue,0,0,Cacophony ,6,1.3,35.3,71,73,88,120,89,59,500
771,#046Co,#694,Helioptile,Electric,Normal,Yellow,Dry Skin,Sand Veil,Solar Power ,6,0.5,6.0,44,38,33,61,43,70,289
772,#047Co,#695,Heliolisk,Electric,Normal,Yellow,Dry Skin,Sand Veil,Solar Power ,6,1.0,21.0,62,55,52,109,94,109,481
773,#064Co,#696,Tyrunt,Rock,Dragon,Brown,Strong Jaw,0,Sturdy ,6,0.8,26.0,58,89,77,45,45,48,362
774,#065Co,#697,Tyrantrum,Rock,Dragon,Red,Strong Jaw,0,Rock Head ,6,2.5,270.0,82,121,119,69,59,71,521
775,#066Co,#698,Amaura,Rock,Ice,Blue,Refrigerate,0,Snow Warning ,6,1.3,25.2,77,59,50,67,63,46,362
776,#067Co,#699,Aurorus,Rock,Ice,Blue,Refrigerate,0,Snow Warning ,6,2.7,225.0,123,77,72,99,92,58,521
777,#085Co,#700,Sylveon,Fairy,0,Pink,Cute Charm,0,Pixilate ,6,1.0,23.5,95,65,65,110,130,60,525
778,#089Co,#701,Hawlucha,Fighting,Flying,Green,Limber,Unburden,Mold Breaker ,6,0.8,21.5,78,92,75,74,63,118,500
779,#110Co,#702,Dedenne,Electric,Fairy,Yellow,Cheek Pouch,Pickup,Plus ,6,0.2,2.2,67,58,57,81,67,101,431
780,#124Co,#703,Carbink,Rock,Fairy,Gray,Clear Body,0,Sturdy ,6,0.3,5.7,50,50,150,50,150,50,500
781,#019Mo,#704,Goomy,Dragon,0,Purple,Sap Sipper,Hydration,Gooey ,6,0.3,2.8,45,50,35,55,75,40,300
782,#020Mo,#705,Sliggoo,Dragon,0,Purple,Sap Sipper,HydrationSliggoo,Gooey ,6,0.8,17.5,68,75,53,83,113,60,452
783,,#705,Sliggoo,Steel,Dragon,Purple,Sap Sipper,HydrationSliggoo,Gooey ,6,0.8,17.5,68,75,53,83,113,60,452
784,#021Mo,#706,Goodra,Dragon,0,Purple,Sap Sipper,HydrationGoodra,Gooey ,6,2.0,150.5,90,100,70,110,150,80,600
785,,#706,Goodra,Steel,Dragon,Purple,Sap Sipper,HydrationGoodra,Gooey ,6,2.0,150.5,90,100,70,110,150,80,600
786,#050Mo,#707,Klefki,Steel,Fairy,Gray,Prankster,0,Magician ,6,0.2,3.0,57,80,91,80,87,75,470
787,#061Mo,#708,Phantump,Ghost,Grass,Brown,Natural Cure,Frisk,Harvest ,6,0.4,7.0,43,70,48,50,60,38,309
788,#062Mo,#709,Trevenant,Ghost,Grass,Brown,Natural Cure,Frisk,Harvest ,6,1.5,71.0,85,110,76,65,82,56,474
789,#063Mo,#710,Pumpkaboo,Ghost,Grass,Brown,Pickup,Frisk,Insomnia ,6,0.3,3.5,44,66,70,44,55,56,335
790,#064Mo,#711,Gourgeist,Ghost,Grass,Brown,Pickup,Frisk,Insomnia ,6,0.7,9.5,55,85,122,58,75,99,494
791,#079Mo,#712,Bergmite,Ice,0,Blue,Own Tempo,Ice Body,Sturdy ,6,1.0,99.5,55,69,85,32,35,28,304
792,#080Mo,#713,Avalugg,Ice,0,Blue,Own Tempo,Ice BodyAvalugg,Sturdy ,6,2.0,505.0,95,117,184,44,46,28,514
793,,#713,Avalugg,Ice,Rock,Blue,Own Tempo,Ice BodyAvalugg,Sturdy ,6,2.0,505.0,95,117,184,44,46,28,514
794,#113Mo,#714,Noibat,Flying,Dragon,Purple,Frisk,Infiltrator,Telepathy ,6,0.5,8.0,40,30,35,45,40,55,245
795,#114Mo,#715,Noivern,Flying,Dragon,Purple,Frisk,Infiltrator,Telepathy ,6,1.5,85.0,85,70,80,97,80,123,535
796,#148Mo,#716,Xerneas,Fairy,0,Blue,0,0,Cacophony ,6,3.0,215.0,126,131,95,131,98,99,680
797,#149Mo,#717,Yveltal,Dark,Flying,Red,0,0,Cacophony ,6,5.8,203.0,126,131,95,131,98,99,680
798,#150Mo,#718,Zygarde,Dragon,Ground,Green,Aura Break,Power Construct50% Forme,Cacophony ,6,5.0,305.0,108,100,121,81,95,95,600
799,#151Ce,#719,Diancie,Rock,Fairy,Pink,Clear BodyDiancie,0,Cacophony ,6,0.7,8.8,50,100,150,100,150,50,600
800,#152Ce,#720,Hoopa,Psychic,Ghost,Purple,0,0,Cacophony ,6,0.5,9.0,80,110,60,150,130,70,600
801,#152Ce,#720,Hoopa,Psychic,Dark,Purple,0,0,Cacophony ,6,0.5,9.0,80,110,60,150,130,70,600
802,#153Ce,#721,Volcanion,Fire,Water,Brown,0,0,Cacophony ,6,1.7,195.0,80,110,120,130,90,70,600
803,#001,#722,Rowlet,Grass,Flying,Brown,Overgrow,0,Long Reach ,7,0.3,1.5,68,55,55,50,50,42,320
804,#002,#723,Dartrix,Grass,Flying,Brown,Overgrow,0,Long Reach ,7,0.7,16.0,78,75,75,70,70,52,420
805,#003,#724,Decidueye,Grass,Ghost,Brown,Overgrow,0,Long Reach ,7,1.6,36.6,78,107,75,100,100,70,530
806,,#724,Decidueye,Grass,Fighting,Brown,Overgrow,0,Long Reach ,7,1.6,36.6,78,107,75,100,100,70,530
807,#004,#725,Litten,Fire,0,Red,Blaze,0,Intimidate ,7,0.4,4.3,45,65,40,60,40,70,320
808,#005,#726,Torracat,Fire,0,Red,Blaze,0,Intimidate ,7,0.7,25.0,65,85,50,80,50,90,420
809,#006,#727,Incineroar,Fire,Dark,Red,Blaze,0,Intimidate ,7,1.8,83.0,95,115,90,80,90,60,530
810,#007,#728,Popplio,Water,0,Blue,Torrent,0,Liquid Voice ,7,0.4,7.5,50,54,54,66,56,40,320
811,#008,#729,Brionne,Water,0,Blue,Torrent,0,Liquid Voice ,7,0.6,17.5,60,69,69,91,81,50,420
812,#009,#730,Primarina,Water,Fairy,Blue,Torrent,0,Liquid Voice ,7,1.8,44.0,80,74,74,126,116,60,530
813,#010,#731,Pikipek,Normal,Flying,Black,Keen Eye,Skill Link,Pickup ,7,0.3,1.2,35,75,30,30,30,65,265
814,#011,#732,Trumbeak,Normal,Flying,Black,Keen Eye,Skill Link,Pickup ,7,0.6,14.8,55,85,50,40,50,75,355
815,#012,#733,Toucannon,Normal,Flying,Black,Keen Eye,Skill Link,Sheer Force ,7,1.1,26.0,80,120,75,75,75,60,485
816,#013,#734,Yungoos,Normal,0,Brown,Stakeout,Strong Jaw,Adaptability ,7,0.4,6.0,48,70,30,30,30,45,253
817,#014,#735,Gumshoos,Normal,0,Brown,Stakeout,Strong Jaw,Adaptability ,7,0.7,14.2,88,110,60,55,60,45,418
818,#027,#736,Grubbin,Bug,0,Gray,0,0,Cacophony ,7,0.4,4.4,47,62,45,55,45,46,300
819,#028,#737,Charjabug,Bug,Electric,Green,0,0,Cacophony ,7,0.5,10.5,57,82,95,55,75,36,400
820,#029,#738,Vikavolt,Bug,Electric,Blue,0,0,Cacophony ,7,1.5,45.0,77,70,90,145,75,43,500
821,#059,#739,Crabrawler,Fighting,0,Purple,Hyper Cutter,Iron Fist,Anger Point ,7,0.6,7.0,47,82,57,42,47,63,338
822,#060,#740,Crabominable,Fighting,Ice,White,Hyper Cutter,Iron Fist,Anger Point ,7,1.7,180.0,97,132,77,62,67,43,478
823,#082,#741,Oricorio,Fire,Flying,Red,0,0,Cacophony ,7,0.6,3.4,75,70,70,98,70,93,476
